INDICE,DEPARTAMENTO,PROVINCIA,DISTRITO,CENTRO POBLADO,LATITUD,LONGITUD,NMI1,NMI2,CAPIDEP,CAPIPRO,CAPIDIS
588,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,LOS BAÑOS DEL INCA,-7.163618,-78.464457,3202,13361,NO,NO,NO
589,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,MAYOPATA,-7.151531,-78.455987,22,111,NO,NO,NO
590,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,PLAN MIRAFLORES,-7.121435,-78.465511,156,598,NO,NO,NO
591,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,PUYLLUCANA,-7.145667,-78.45025,97,371,NO,NO,NO
592,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,LA RETAMA,-7.153415,-78.450883,135,500,NO,NO,NO
593,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,PLAN MIRAFLORES,-7.121435,-78.465511,156,598,NO,NO,NO
594,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,PUYLLUCANA,-7.145667,-78.45025,97,371,NO,NO,NO
595,CAJAMARCA,CELENDIN,CELENDIN,SANTA ROSA,-6.875007,-78.130623,144,478,NO,CELENDIN,CELENDIN
596,CAJAMARCA,CELENDIN,CHUMUCH,BUENA VISTA,-6.545565,-78.193932,30,120,NO,NO,CHUMUCH
597,CAJAMARCA,CELENDIN,CHUMUCH,CHUMUCH,-6.602678,-78.200345,61,191,NO,NO,NO
598,CAJAMARCA,CELENDIN,CHUMUCH,MIRAFLORES,-6.544152,-78.200243,60,253,NO,NO,NO
599,CAJAMARCA,CELENDIN,JORGE CHAVEZ,CAMPANAORCO,-6.950535,-78.089445,0,0,NO,NO,JORGE CHAVEZ
600,CAJAMARCA,CELENDIN,JORGE CHAVEZ,LUCMAPAMPA,-6.94107,-78.091804,65,193,NO,NO,NO
601,CAJAMARCA,CELENDIN,SUCRE,CRUZ DEL SIGLO,-6.944013,-78.133472,21,78,NO,NO,SUCRE
602,CAJAMARCA,CELENDIN,SUCRE,RUME RUME,-6.946857,-78.143867,3,8,NO,NO,NO
603,CAJAMARCA,CELENDIN,SUCRE,SUCRE,-6.942758,-78.135369,312,1061,NO,NO,NO
604,CAJAMARCA,CELENDIN,UTCO,BELLAVISTA,-6.852232,-78.100798,31,95,NO,NO,UTCO
605,CAJAMARCA,CELENDIN,UTCO,GRANADILLA,-6.858177,-78.091138,40,134,NO,NO,NO
606,CAJAMARCA,CELENDIN,UTCO,LA LUCMA,-6.840917,-78.088895,23,74,NO,NO,NO
607,CAJAMARCA,CELENDIN,UTCO,LA YANTA,-6.847217,-78.095427,17,58,NO,NO,NO
608,CAJAMARCA,CELENDIN,UTCO,LIMON,-6.871333,-78.083472,58,180,NO,NO,NO
609,CAJAMARCA,CELENDIN,UTCO,SAN ISIDRO,-6.853995,-78.088457,18,60,NO,NO,NO
610,CAJAMARCA,CELENDIN,UTCO,TUYUNGA,-6.859272,-78.086512,7,22,NO,NO,NO
611,CAJAMARCA,CHOTA,LLAMA,CARHUAQUERO,-6.608862,-79.261677,7,16,NO,CHOTA,LLAMA
612,CAJAMARCA,CHOTA,LLAMA,CARNICHE ALTO,-6.624448,-79.322517,48,154,NO,NO,NO
613,CAJAMARCA,CHOTA,LLAMA,CARNICHE BAJO-HUANABALRACARRUMI,-6.627409,-79.33927,382,1285,NO,NO,NO
614,CAJAMARCA,CHOTA,LLAMA,CERRO BLANCO,-6.621657,-79.301472,23,72,NO,NO,NO
615,CAJAMARCA,CHOTA,LLAMA,EL PORVENIR,-6.631631,-79.315468,4,15,NO,NO,NO
616,CAJAMARCA,CHOTA,LLAMA,SAN CARLOS EL ALTO,-6.60677,-79.260358,21,79,NO,NO,NO
617,CAJAMARCA,CONTUMAZA,SAN BENITO,LA PORTADA,-7.60663,-78.955573,110,377,NO,CONTUMAZA,SAN BENITO
618,CAJAMARCA,CONTUMAZA,SAN BENITO,LA VILLA,-7.61168,-78.950948,37,99,NO,NO,NO
619,CAJAMARCA,CONTUMAZA,YONAN,CAFETAL,-7.31251,-79.324345,81,240,NO,NO,YONAN
620,CAJAMARCA,CONTUMAZA,YONAN,CASA TORTA (CASA DE TORTA),-7.251297,-79.22592,4,7,NO,NO,NO
621,CAJAMARCA,CONTUMAZA,YONAN,EL MANGO,-7.257107,-79.249852,48,142,NO,NO,NO
622,CAJAMARCA,CONTUMAZA,YONAN,GALLITO CIEGO,-7.251015,-79.223897,36,125,NO,NO,NO
623,CAJAMARCA,CONTUMAZA,YONAN,LA FLORIDA,-7.281012,-79.278657,59,188,NO,NO,NO
624,CAJAMARCA,CONTUMAZA,YONAN,LAMPADEN,-7.267407,-79.261183,14,44,NO,NO,NO
625,CAJAMARCA,CONTUMAZA,YONAN,LAS HUACAS,-7.22467,-79.152627,34,111,NO,NO,NO
626,CAJAMARCA,CONTUMAZA,YONAN,LOS PRADOS,-7.283227,-79.294977,21,75,NO,NO,NO
627,CAJAMARCA,CONTUMAZA,YONAN,PAY PAY,-7.254802,-79.237224,175,522,NO,NO,NO
628,CAJAMARCA,CONTUMAZA,YONAN,PITURA,-7.325813,-79.341472,53,167,NO,NO,NO
629,CAJAMARCA,CONTUMAZA,YONAN,TEMBLADERA,-7.252988,-79.131073,1058,3238,NO,NO,NO
630,CAJAMARCA,CONTUMAZA,YONAN,TOLON,-7.295168,-79.305109,246,736,NO,NO,NO
631,CAJAMARCA,CONTUMAZA,YONAN,VENTANILLAS,-7.274432,-79.263205,106,346,NO,NO,NO
632,CAJAMARCA,CONTUMAZA,YONAN,YONAN VIEJO,-7.257988,-79.09556,11,31,NO,NO,NO
633,CAJAMARCA,CUTERVO,CHOROS,CARACOLES,-5.89965,-78.68993,5,14,NO,CUTERVO,CHOROS
634,CAJAMARCA,CUTERVO,CHOROS,CHOROS,-5.900097,-78.693874,109,347,NO,NO,NO
635,CAJAMARCA,CUTERVO,CHOROS,CHOROS,-5.901288,-78.696973,3,8,NO,NO,NO
636,CAJAMARCA,CUTERVO,CHOROS,GUAYANSHE,-5.89724,-78.6914,0,0,NO,NO,NO
637,CAJAMARCA,CUTERVO,CHOROS,LA PRIMAVERA,-5.904862,-78.698297,26,87,NO,NO,NO
638,CAJAMARCA,CUTERVO,CHOROS,NUEVO HORIZONTE,-5.90187,-78.69234,0,0,NO,NO,NO
639,CAJAMARCA,JAEN, PUCARA,SAN JUAN,-6.032458,-79.136958,13,36,NO,JAEN, PUCARA
640,CAJAMARCA,JAEN,BELLAVISTA,EL MANGO,-5.610242,-78.621992,1,1,NO,NO,BELLAVISTA
641,CAJAMARCA,JAEN,BELLAVISTA,PITAYAS,-5.6542,-78.658502,1,5,NO,NO,NO
642,CAJAMARCA,JAEN,BELLAVISTA,PUERTO MARAÑON,-5.663222,-78.65232,2,6,NO,NO,NO
643,CAJAMARCA,JAEN,JAEN,NUEVO MORENO,-5.756658,-78.799492,18,62,NO,NO,JAEN
644,CAJAMARCA,JAEN,JAEN,PUENTE ZONANGA,-5.888558,-78.828092,50,160,NO,NO,NO
645,CAJAMARCA,JAEN,PUCARA,ALCAPARROSA,-6.032277,-79.125693,18,72,NO,NO,PUCARA
646,CAJAMARCA,JAEN,PUCARA,LISHINAS,-6.03683,-79.135809,219,808,NO,NO,NO
647,CAJAMARCA,JAEN,PUCARA,PUCARA,-6.041393,-79.128397,1030,3533,NO,NO,NO
648,CAJAMARCA,JAEN,PUCARA,SAN JOSE,-6.05052,-79.115617,74,236,NO,NO,NO
649,CAJAMARCA,JAEN,PUCARA,SAN JUAN,-6.032458,-79.136958,13,36,NO,NO,NO
650,CAJAMARCA,SAN IGNACIO,NAMBALLE,PUERTO 3 DE MAYO,-5.0855,-79.075223,41,158,NO,SAN IGNACIO,NAMBALLE
651,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,PUERTO SAN ANTONIO,-5.086239,-79.073809,82,315,NO,NO,SAN IGNACIO
652,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,MILCO BAJO(BARRIO NUEVO SAN MARCOS),-7.340058,-78.165217,40,152,NO,SAN MARCOS,PEDRO GALVEZ
653,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,SAN MARCOS,-7.335835,-78.170123,2334,9182,NO,NO,NO
654,CAJAMARCA,SAN MIGUEL,CALQUIS,SAN LORENZO ALTO,-6.884588,-78.877335,20,52,NO,SAN MIGUEL,CALQUIS
655,CAJAMARCA,SAN MIGUEL,NANCHOC,AGUA SUCIA,-6.942363,-79.253608,6,23,NO,NO,NANCHOC
656,CAJAMARCA,SAN MIGUEL,NANCHOC,CHINCHINQUIPE,-6.941122,-79.260718,11,25,NO,NO,NO
657,CAJAMARCA,SAN MIGUEL,NANCHOC,CHINCHIQUIPE,-6.941122,-79.260718,11,25,NO,NO,NO
658,CAJAMARCA,SAN MIGUEL,NANCHOC,COLLIQUE,-6.92516,-79.264512,4,9,NO,NO,NO
659,CAJAMARCA,SAN MIGUEL,NANCHOC,CRUZ VERDE,-6.956123,-79.246807,17,42,NO,NO,NO
660,CAJAMARCA,SAN MIGUEL,NANCHOC,EL ALMENDRO,-6.967752,-79.238177,2,3,NO,NO,NO
661,CAJAMARCA,SAN MIGUEL,NANCHOC,LOS MORTEROS,-6.931693,-79.257567,9,24,NO,NO,NO
662,CAJAMARCA,SAN MIGUEL,NANCHOC,NANCHOC,-6.9595,-79.242549,98,321,NO,NO,NO
663,CAJAMARCA,SAN MIGUEL,NANCHOC,PAMPA DE LA CRUZ,-6.971337,-79.22521,17,42,NO,NO,NO
664,CAJAMARCA,SAN MIGUEL,NANCHOC,PURGATORIO,-6.962267,-79.251595,0,0,NO,NO,NO
665,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,NUEVA JERUSALEN,-7.128792,-79.257443,40,114,NO,NO,SAN GREGORIO
666,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,ONCE ESTRELLAS,-7.119278,-79.263762,1,9,NO,NO,NO
667,CAJAMARCA,SAN MIMGUEL,NANCHOC,AGUA SUCIA,-6.942363,-79.253608,6,23,NO,SAN MIMGUEL,NANCHOC
668,CAJAMARCA,SANTA CRUZ,CATACHE,EL OCHO,-6.804092,-79.227502,39,109,NO,SANTA CRUZ,CATACHE
669,CUSCO,ACOMAYO,ACOMAYO,CABRERA ALTA,-13.925075,-71.68475,0,0,CUSCO,ACOMAYO,ACOMAYO
670,CUSCO,ACOMAYO,ACOMAYO,CAPILLA MOCCO,-13.925057,-71.688757,2,2,NO,NO,NO
671,CUSCO,ACOMAYO,ACOMAYO,INCHISMOCCO,-13.926463,-71.676883,3,8,NO,NO,NO
672,CUSCO,ACOMAYO,ACOMAYO,SANTIAGO,-13.925543,-71.68304,0,0,NO,NO,NO
673,CUSCO,ACOMAYO,ACOMAYO,SIMPHI,-13.93877,-71.70157,6,16,NO,NO,NO
674,CUSCO,ACOMAYO,ACOPIA,ACOPIA,-14.057496,-71.493222,390,1440,NO,NO,ACOPIA
675,CUSCO,ACOMAYO,ACOPIA,BELLAVISTA,-14.06126,-71.496134,9,11,NO,NO,NO
676,CUSCO,ACOMAYO,ACOPIA,TACTABAMBA,-14.087751,-71.444934,126,371,NO,NO,NO
677,CUSCO,ACOMAYO,ACOS,SIMPPI,-13.941895,-71.703753,17,46,NO,NO,ACOS
678,CUSCO,ACOMAYO,MOSOC LLACTA,BELLAVISTA,-14.09865,-71.443758,5,11,NO,NO,MOSOC LLACTA
679,CUSCO,ACOMAYO,MOSOC LLACTA,CCANCHA QHATA,-14.105733,-71.442178,8,12,NO,NO,NO
680,CUSCO,ACOMAYO,MOSOC LLACTA,URUBAMBILLA,-14.103962,-71.440695,8,10,NO,NO,NO
681,CUSCO,ACOMAYO,POMACANCHI,POMACANCHI,-14.033659,-71.574296,973,3448,NO,NO,POMACANCHI
682,CUSCO,ACOMAYO,POMACANCHI,UYUCUNCA,-14.039325,-71.579232,0,0,NO,NO,NO
683,CUSCO,CALCA,PISAC,CHAHUAYTIRE,-13.389575,-71.774701,113,471,NO,CALCA,PISAC
684,CUSCO,CALCA,PISAC,PAMPALLACTA,-13.358675,-71.796318,66,261,NO,NO,NO
685,CUSCO,CALCA,PISAC,PARU PARU,-13.361205,-71.821977,133,478,NO,NO,NO
686,CUSCO,CANAS,PAMPAMARCA,CHOSECANI,-14.10386,-71.436224,141,400,NO,CANAS,PAMPAMARCA
687,CUSCO,CANAS,PAMPAMARCA,CORTE PATA,-14.110855,-71.43837,0,0,NO,NO,NO
688,CUSCO,CANAS,PAMPAMARCA,SANTA ANA,-14.106621,-71.435665,0,0,NO,NO,NO
689,CUSCO,CANAS,YANAOCA,YANAOCA,-14.216583,-71.432147,945,3307,NO,NO,YANAOCA
690,CUSCO,CANCHIS,COMBAPATA,COMBAPATA,-14.101921,-71.429895,580,2053,NO,CANCHIS,COMBAPATA
691,CUSCO,CANCHIS,COMBAPATA,CULLCUIRE,-14.093467,-71.334053,112,388,NO,NO,NO
692,CUSCO,CANCHIS,COMBAPATA,JAYUBAMBA,-14.093738,-71.33946,44,145,NO,NO,NO
693,CUSCO,CANCHIS,COMBAPATA,TINKUQ,-14.10116,-71.439997,0,0,NO,NO,NO
694,CUSCO,CANCHIS,COMBAPATA,TRUJIPATA,-14.091122,-71.44255,0,0,NO,NO,NO
695,CUSCO,CANCHIS,PITUMARCA,ILAVE,-13.982734,-71.419403,0,0,NO,NO,PITUMARCA
696,CUSCO,CANCHIS,PITUMARCA,PAMPACHIRI,-13.976482,-71.416971,2,5,NO,NO,NO
697,CUSCO,CANCHIS,PITUMARCA,PITUMARCA,-13.98021,-71.417496,1083,3714,NO,NO,NO
698,CUSCO,CANCHIS,SICUANI,PAMPACASI PAMPA PHALLA,-14.271103,-71.219905,2,4,NO,NO,SICUANI
699,CUSCO,CANCHIS,SICUANI,URAYPAMPA,-14.254613,-71.234478,3,6,NO,NO,NO
700,CUSCO,CANCHIS,TINTA,MACHACMARCA VILCANOTA,-14.145713,-71.398682,31,116,NO,NO,TINTA
701,CUSCO,CANCHIS,TINTA,TINTA,-14.145188,-71.407221,787,2726,NO,NO,NO
702,CUSCO,CHUMBIVILCAS,SANTO TOMAS,PFULLPURI,-14.46206,-72.072363,22,55,NO,CHUMBIVILCAS,SANTO TOMAS
703,CUSCO,CHUMBIVILCAS,SANTO TOMAS,PULPERA,-14.643723,-72.016698,341,907,NO,NO,NO
704,CUSCO,CHUMBIVILCAS,SANTO TOMAS,SANTO TOMAS,-14.453435,-72.082135,3027,10170,NO,NO,NO
705,CUSCO,LA CONVENCION,HUAYOPATA,CABALLERAYOC,-13.032635,-72.620878,12,27,NO,LA CONVENCION,HUAYOPATA
706,CUSCO,LA CONVENCION,HUAYOPATA,KORIHUAYRACHINA,-13.017252,-72.613367,6,9,NO,NO,NO
707,CUSCO,LA CONVENCION,HUAYOPATA,SAN PABLO,-13.024522,-72.619912,52,130,NO,NO,NO
708,CUSCO,LA CONVENCION,MARANURA,BALSAPAMPA,-12.892104,-72.676818,6,13,NO,NO,MARANURA
709,CUSCO,LA CONVENCION,MARANURA,COLLPANI CHICO,-12.92015,-72.662275,29,99,NO,NO,NO
710,CUSCO,LA CONVENCION,MARANURA,MANDOR BAJO,-12.900253,-72.676224,64,166,NO,NO,NO
711,CUSCO,LA CONVENCION,MARANURA,MIRAFLORES,-12.890737,-72.666787,2,4,NO,NO,NO
712,CUSCO,LA CONVENCION,MARANURA,PACCHAC,-12.892353,-72.660555,23,49,NO,NO,NO
713,CUSCO,LA CONVENCION,SANTA TERESA,CHONTAYOC,-13.142503,-72.611343,17,35,NO,NO,SANTA TERESA
714,CUSCO,LA CONVENCION,SANTA TERESA,HUADQUIÑA,-13.133644,-72.598602,89,297,NO,NO,NO
715,CUSCO,LA CONVENCION,SANTA TERESA,SANTA ROSA,-13.033907,-72.627057,26,71,NO,NO,NO
716,CUSCO,LA CONVENCION,SANTA TERESA,SANTA TERESA,-13.130419,-72.593938,408,1455,NO,NO,NO
717,CUSCO,LA CONVENCION,SANTA TERESA,SAUCIPAMPA,-13.137543,-72.59842,42,117,NO,NO,NO
718,CUSCO,PARURO,COLCHA,CUSIBAMBA ALTO,-13.82159,-71.838403,9,17,NO,PARURO,COLCHA
719,CUSCO,PARURO,OMACHA,ANTAYAJE,-14.068888,-71.755228,80,295,NO,NO,OMACHA
720,CUSCO,PARURO,OMACHA,AYMAÑA,-14.065378,-71.751947,2,4,NO,NO,NO
721,CUSCO,PARURO,OMACHA,AYMAâ”œÃ¢Ã”Ã‡Ã¿A,-14.065378,-71.751947,2,4,NO,NO,NO
722,CUSCO,PARURO,PARURO,CCOTARQUI,-13.817163,-71.841388,2,4,NO,NO,PARURO
723,CUSCO,PARURO,PARURO,CUSIBAMBA BAJO,-13.814132,-71.837177,39,113,NO,NO,NO
724,CUSCO,PARURO,PARURO,HUARANCALLA,-13.813355,-71.835157,1,7,NO,NO,NO
725,CUSCO,PARURO,PARURO,MACHO MOLINO,-13.810533,-71.83678,1,5,NO,NO,NO
726,CUSCO,PARURO,PARURO,MISCA,-13.7969,-71.848822,40,113,NO,NO,NO
727,CUSCO,PARURO,PARURO,RETIRO,-13.816643,-71.835932,1,4,NO,NO,NO
728,CUSCO,PARURO,PARURO,SANTA ANA,-13.809952,-71.837758,3,6,NO,NO,NO
729,CUSCO,PARURO,PILLPINTO,CCOCHAPATA,-13.955055,-71.766058,0,0,NO,NO,PILLPINTO
730,CUSCO,PARURO,PILLPINTO,MOLINOPAMPA,-13.956217,-71.76873,0,0,NO,NO,NO
731,CUSCO,PARURO,PILLPINTO,PILLPINTO,-13.953617,-71.760683,234,543,NO,NO,NO
732,CUSCO,QUISPICANCHI,CAMANTI,CHUNCHUSMAYO,-13.2276,-70.57857,2,2,NO,QUISPICANCHI,CAMANTI
733,CUSCO,QUISPICANCHI,CAMANTI,MANIRI,-13.287983,-70.789402,2,11,NO,NO,NO
734,CUSCO,QUISPICANCHI,CAMANTI,OROYA,-13.259337,-70.778688,7,15,NO,NO,NO
735,CUSCO,QUISPICANCHI,CAMANTI,QUINCE MIL,-13.231402,-70.754382,367,1759,NO,NO,NO
736,CUSCO,QUISPICANCHI,CAMANTI,SANTA ELENA,-13.204937,-70.547407,5,21,NO,NO,NO
737,CUSCO,QUISPICANCHI,CAMANTI,YANAMAYO CHICO,-13.222818,-70.741473,2,9,NO,NO,NO
738,CUSCO,QUISPICANCHI,CAMANTI,YANAMAYO GRANDE,-13.277463,-70.782315,1,3,NO,NO,NO
739,CUSCO,QUISPICANCHI,CCATCA,ACOMOCCO,-13.671902,-71.518067,74,250,NO,NO,CCATCA
740,CUSCO,QUISPICANCHI,CCATCA,AYAMOCCO,-13.666112,-71.520315,24,87,NO,NO,NO
741,CUSCO,QUISPICANCHI,CCATCA,AYLLUCCASA,-13.663745,-71.512887,44,147,NO,NO,NO
742,CUSCO,QUISPICANCHI,CCATCA,CCATACAMARA,-13.659803,-71.516692,5,18,NO,NO,NO
743,CUSCO,QUISPICANCHI,CCATCA,PAMPACANCHA,-13.662067,-71.51867,39,148,NO,NO,NO
744,CUSCO,QUISPICANCHI,CCATCA,SACSAYHUAMAN,-13.657408,-71.511973,5,19,NO,NO,NO
745,CUSCO,QUISPICANCHI,MARCAPATA,BAÑOS TREMALES (CCOLLPAUNO),-13.598487,-70.981002,58,222,NO,NO,MARCAPATA
746,CUSCO,QUISPICANCHI,MARCAPATA,CHUMPE,-13.64358,-71.014537,28,79,NO,NO,NO
747,CUSCO,QUISPICANCHI,MARCAPATA,CHUMPIPATA,-13.643215,-71.02147,20,83,NO,NO,NO
748,CUSCO,QUISPICANCHI,MARCAPATA,HUAYLLABAMBA,-13.596392,-70.980853,11,49,NO,NO,NO
749,CUSCO,QUISPICANCHI,MARCAPATA,LAMBRAMPATA,-13.599982,-70.975213,1,2,NO,NO,NO
750,CUSCO,QUISPICANCHI,MARCAPATA,LIOPATA,-13.600833,-70.982763,23,73,NO,NO,NO
751,CUSCO,QUISPICANCHI,MARCAPATA,MAYUBAMBA,-13.602468,-70.981008,33,110,NO,NO,NO
752,CUSCO,QUISPICANCHI,URCOS,CALICANTO,-13.685445,-71.616094,73,286,NO,NO,URCOS
753,CUSCO,QUISPICANCHI,URCOS,CHECCOLLO,-13.679463,-71.61024,11,28,NO,NO,NO
754,DEPARTAMENTO,PROVINCIA,DISTRITO,CENTRO POBLADO,LATITUD,LONGITUD,VIVIENDAS,POBLACIÓN,DEPARTAMENTO,PROVINCIA,DISTRITO
755,HUANCAVELICA,CASTROVIRREYNA,ARMA,PLANTA MINA,-13.252037,-75.621793,3,3,HUANCAVELICA,CASTROVIRREYNA,ARMA
756,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,AURAHUA,-13.034794,-75.570292,149,464,NO,NO,AURAHUA
757,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,HUAYARA,-13.040077,-75.568188,1,1,NO,NO,NO
758,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,MALLQUI,-13.013223,-75.53999,6,13,NO,NO,NO
759,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,MOYA,-13.037007,-75.567525,0,0,NO,NO,NO
760,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,PAMPA CARE,-13.032027,-75.566418,3,11,NO,NO,NO
761,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,PERCOYA,-13.013517,-75.544832,24,78,NO,NO,NO
762,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,SAN FRANCISCO,-13.01248,-75.541567,3,7,NO,NO,NO
763,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,VILLA DE ARICA,-13.010118,-75.541605,5,17,NO,NO,NO
764,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,YUTUPAHUANAN,-13.012267,-75.540717,0,0,NO,NO,NO
765,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,BUENA VISTA,-13.31887,-75.654962,11,37,NO,NO,CAPILLAS
766,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,ANTAPITE,-12.9582,-75.319165,1,2,NO,NO,CASTROVIRREYNA
767,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,CASTROVIRREYNA,-13.283322,-75.318331,463,1449,NO,NO,NO
768,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,CHUNCACC,-13.349628,-75.342558,5,10,NO,NO,NO
769,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,CRUZ CANCHA,-12.9582,-75.319165,0,0,NO,NO,NO
770,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,JATUN RUMI,-13.28598,-75.321755,0,0,NO,NO,NO
771,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,PACOCOCHA,-13.22134,-75.266453,34,114,NO,NO,NO
772,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,PUEBLO NUEVO,-13.351055,-75.336097,22,66,NO,NO,NO
773,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,TAMBOMACHAY,-12.955812,-75.316002,0,0,NO,NO,NO
774,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,TINCOCC,-13.35107,-75.339222,13,36,NO,NO,NO
775,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,CHACAPAMPA,-13.01018,-75.544633,2,7,NO,NO,CHUPAMARCA
776,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,CHANCAHUASI,-12.993803,-75.540288,62,181,NO,NO,NO
777,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,QUICHARA,-12.990157,-75.544645,1,1,NO,NO,NO
778,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,CAMAYOC,-13.273852,-75.629572,24,57,NO,NO,SAN JUAN
779,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,ECHOCAN,-13.250775,-75.620195,10,31,NO,NO,NO
780,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,MATARA,-13.220487,-75.61958,6,13,NO,NO,NO
781,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,NARANJULLO,-13.254523,-75.621405,6,11,NO,NO,NO
782,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,PIZARA,-13.217325,-75.623388,18,52,NO,NO,NO
783,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,SAIRIPATA,-13.21767,-75.625485,1,2,NO,NO,NO
784,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,SANTA MARIA YANAPAMPA,-13.338662,-75.69311,23,52,NO,NO,NO
785,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,ANTAMACHAY,-13.079805,-75.1037,2,3,NO,NO,SANTA ANA
786,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,CAPILLA PAMPA,-13.08621,-75.088347,0,0,NO,NO,NO
787,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,CCOLLPA PAMPA,-13.061633,-75.113563,0,0,NO,NO,NO
788,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,HUAROCCO,-13.11655,-75.073272,0,0,NO,NO,NO
789,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,PUCACCOCHA,-13.107785,-75.072852,1,1,NO,NO,NO
790,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,SANTA ANA,-13.07195,-75.140224,67,192,NO,NO,NO
791,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,SAYHUAYCCO,-13.066723,-75.11013,1,1,NO,NO,NO
792,HUANCAVELICA,CASTROVIRREYNA,TANTARA,CCALICANCHA,-13.077372,-75.643722,0,0,NO,NO,TANTARA
793,HUANCAVELICA,CASTROVIRREYNA,TANTARA,COCHICORRAL,-13.076157,-75.644135,3,5,NO,NO,NO
794,HUANCAVELICA,CASTROVIRREYNA,TANTARA,CRUZ PATA,-13.085937,-75.640042,1,1,NO,NO,NO
795,HUANCAVELICA,CASTROVIRREYNA,TANTARA,GLORIA PATA,-13.075912,-75.643722,0,0,NO,NO,NO
796,HUANCAVELICA,CASTROVIRREYNA,TANTARA,NUEVO AMANECER,-13.078915,-75.646815,30,112,NO,NO,NO
797,HUANCAVELICA,CASTROVIRREYNA,TANTARA,PATARA,-13.086115,-75.634933,0,0,NO,NO,NO
798,HUANCAVELICA,CASTROVIRREYNA,TANTARA,PITI,-13.075368,-75.632935,0,0,NO,NO,NO
799,HUANCAVELICA,CASTROVIRREYNA,TANTARA,PUCA CRUZ,-13.073028,-75.649528,0,0,NO,NO,NO
800,HUANCAVELICA,CASTROVIRREYNA,TANTARA,SAN LUIS DE PUCAPACCHA,-13.073298,-75.637195,2,3,NO,NO,NO
801,HUANCAVELICA,CASTROVIRREYNA,TANTARA,SAYHUA,-13.077073,-75.633938,1,2,NO,NO,NO
802,HUANCAVELICA,CASTROVIRREYNA,TANTARA,TANTARA,-13.074124,-75.644784,113,346,NO,NO,NO
803,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,PARACAS,-13.522687,-75.487675,3,17,NO,NO,TICRAPO
804,HUANCAVELICA,CHURCAMPA,ANCO,LA ESMERALDA,-12.682529,-74.587305,280,1063,NO,CHURCAMPA,ANCO
805,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,ACOBAMBILLA,-12.664524,-75.324275,111,411,NO,HUANCAVELICA,ACOBAMBILLA
806,HUANCAVELICA,HUANCAVELICA,ACORIA,ACORIA,-12.642584,-74.861699,325,1280,NO,NO,ACORIA
807,HUANCAVELICA,HUANCAVELICA,ACORIA,TUCUPAMPA,-12.641047,-74.868545,0,0,NO,NO,NO
