INDICE,DEPARTAMENTO,PROVINCIA,DISTRITO,CENTRO POBLADO,LATITUD,LONGITUD,NMI1,NMI2,CAPIDEP,CAPIPRO,CAPIDIS
808,HUANCAVELICA,HUANCAVELICA,ASCENSION,ASCENSION,-12.785262,-74.976915,3111,14915,NO,NO,ASCENSION
809,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,YANANACO,-12.787681,-74.97913,0,0,NO,NO,HUANCAVELICA
810,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,OCCORO,-12.594989,-75.019761,125,507,NO,NO,NUEVO OCCORO
811,HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA,HUAYACUNDO ARMA,-13.534139,-75.314477,84,273,NO,HUAYTARA,HUAYACUNDO ARMA
812,HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA,PACACA,-13.531845,-75.315698,0,0,NO,NO,NO
813,HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA,PALACCHI,-13.53065,-75.315767,1,3,NO,NO,NO
814,HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA,PATAHUASI,-13.532923,-75.316672,0,0,NO,NO,NO
815,HUANCAVELICA,HUAYTARA,HUAYTARA,ACCOYCHA,-13.604248,-75.347547,17,48,NO,NO,HUAYTARA
816,HUANCAVELICA,HUAYTARA,HUAYTARA,AMPAJAY,-13.611987,-75.35125,0,0,NO,NO,NO
817,HUANCAVELICA,HUAYTARA,HUAYTARA,CCELLO SAUCE,-13.605378,-75.350107,2,5,NO,NO,NO
818,HUANCAVELICA,HUAYTARA,HUAYTARA,CHOCORVO,-13.604678,-75.34436,49,133,NO,NO,NO
819,HUANCAVELICA,HUAYTARA,HUAYTARA,CHUQUIMARAN,-13.601673,-75.357265,17,51,NO,NO,NO
820,HUANCAVELICA,HUAYTARA,HUAYTARA,HUAYTARA,-13.604642,-75.352971,413,1157,NO,NO,NO
821,HUANCAVELICA,HUAYTARA,HUAYTARA,LABRASNILLO,-13.608093,-75.347187,5,17,NO,NO,NO
822,HUANCAVELICA,HUAYTARA,HUAYTARA,LULUNYA,-13.609753,-75.346717,5,6,NO,NO,NO
823,HUANCAVELICA,HUAYTARA,HUAYTARA,ORCCON,-13.603378,-75.342318,5,17,NO,NO,NO
824,HUANCAVELICA,HUAYTARA,HUAYTARA,PAMBLAY,-13.607333,-75.35566,0,0,NO,NO,NO
825,HUANCAVELICA,HUAYTARA,HUAYTARA,PATACANCHA,-13.612933,-75.347932,0,0,NO,NO,NO
826,HUANCAVELICA,HUAYTARA,HUAYTARA,QUITO,-13.599848,-75.35078,6,14,NO,NO,NO
827,HUANCAVELICA,HUAYTARA,HUAYTARA,SAN CRISTOBAL,-13.605467,-75.339747,6,15,NO,NO,NO
828,HUANCAVELICA,HUAYTARA,OCOYO,SAN JOSE DE HUINCHO,-13.946048,-74.77071,6,8,NO,NO,OCOYO
829,HUANCAVELICA,HUAYTARA,QUERCO,NEGRO SORA,-13.799173,-74.787852,1,1,NO,NO,QUERCO
830,HUANCAVELICA,HUAYTARA,QUITO-ARMA,ACHACA,-13.530213,-75.32348,0,0,NO,NO,QUITO-ARMA
831,HUANCAVELICA,HUAYTARA,QUITO-ARMA,CASERCA,-13.530338,-75.329535,0,0,NO,NO,NO
832,HUANCAVELICA,HUAYTARA,QUITO-ARMA,CCACCAPAQUI,-13.531213,-75.325122,0,0,NO,NO,NO
833,HUANCAVELICA,HUAYTARA,QUITO-ARMA,CENIGA,-13.520458,-75.335903,2,2,NO,NO,NO
834,HUANCAVELICA,HUAYTARA,QUITO-ARMA,CHOCCETONA,-13.527468,-75.32035,0,0,NO,NO,NO
835,HUANCAVELICA,HUAYTARA,QUITO-ARMA,CHOCORVO ARMA,-13.522795,-75.339088,60,136,NO,NO,NO
836,HUANCAVELICA,HUAYTARA,QUITO-ARMA,CRUZ PATA,-13.52552,-75.331348,0,0,NO,NO,NO
837,HUANCAVELICA,HUAYTARA,QUITO-ARMA,MICHCA,-13.531752,-75.32974,0,0,NO,NO,NO
838,HUANCAVELICA,HUAYTARA,QUITO-ARMA,PACCHA,-13.531345,-75.329953,1,1,NO,NO,NO
839,HUANCAVELICA,HUAYTARA,QUITO-ARMA,PAMPACCOCHA,-13.523513,-75.334055,2,3,NO,NO,NO
840,HUANCAVELICA,HUAYTARA,QUITO-ARMA,PARUPAMPA,-13.52782,-75.332413,3,3,NO,NO,NO
841,HUANCAVELICA,HUAYTARA,QUITO-ARMA,QUITO-ARMA,-13.528496,-75.327397,57,137,NO,NO,NO
842,HUANCAVELICA,HUAYTARA,QUITO-ARMA,VASO PAQUINA,-13.524993,-75.336427,8,15,NO,NO,NO
843,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ  3,PAMPA BLANCA,-12.36651,-74.844247,87,369,NO,TAYACAJA,DANIEL HERNANDEZ  3
844,HUANUCO,AMBO,AMBO,HUANCAHUASI,-10.095523,-76.212478,183,615,HUANUCO,AMBO,AMBO
845,HUANUCO,AMBO,AMBO,AMBO,-10.129163,-76.204472,1947,7444,NO,NO,NO
846,HUANUCO,AMBO,AMBO,ANDAHUAYLLA,-10.097783,-76.204275,79,278,NO,NO,NO
847,HUANUCO,AMBO,AMBO,AYANCOCHA (JUAN JOSE CRESPO Y CASTILLO),-10.110323,-76.208471,577,2222,NO,NO,NO
848,HUANUCO,AMBO,AMBO,AYANCOCHA,(JUAN,JOSE,CRESPO,Y,NO,NO,NO
849,HUANUCO,AMBO,AMBO,CASACAN,-10.120717,-76.193388,23,68,NO,NO,NO
850,HUANUCO,AMBO,AMBO,HUANCAHUASI,-10.095523,-76.212478,183,615,NO,NO,NO
851,HUANUCO,AMBO,AMBO,HUARACALLA,-10.165863,-76.189604,139,487,NO,NO,NO
852,HUANUCO,AMBO,AMBO,HUICSOCORRAL,-10.100067,-76.199257,3,15,NO,NO,NO
853,HUANUCO,AMBO,AMBO,HUILLCAPUCRO,-10.101852,-76.202493,8,18,NO,NO,NO
854,HUANUCO,AMBO,AMBO,JUAN VELASCO ALVARADO,-10.121123,-76.205515,733,3017,NO,NO,NO
855,HUANUCO,AMBO,AMBO,PAGAYPAMPA,-10.098983,-76.200607,2,7,NO,NO,NO
856,HUANUCO,AMBO,AMBO,PEDREGAL,-10.161593,-76.18762,2,7,NO,NO,NO
857,HUANUCO,AMBO,AMBO,PORVENIR,-10.115466,-76.20489,198,716,NO,NO,NO
858,HUANUCO,AMBO,AMBO,PUQUIO,-10.097497,-76.19735,1,3,NO,NO,NO
859,HUANUCO,AMBO,AMBO,SHAHUINTORRAGRA,-10.102253,-76.204227,2,4,NO,NO,NO
860,HUANUCO,AMBO,AMBO,SOCORROPATA,-10.100422,-76.203338,2,12,NO,NO,NO
861,HUANUCO,AMBO,AMBO,USHCUPATA,-10.121852,-76.199292,1,6,NO,NO,NO
862,HUANUCO,AMBO,HUACAR,ALVERJASNIYOG,-10.21487,-76.243425,0,0,NO,NO,HUACAR
863,HUANUCO,AMBO,HUACAR,ATAHUAYON,-10.194838,-76.239188,53,154,NO,NO,NO
864,HUANUCO,AMBO,HUACAR,COCHACHINCHE,-10.21035,-76.243733,49,131,NO,NO,NO
865,HUANUCO,AMBO,HUACAR,DERREPENTE,-10.159065,-76.242483,2,6,NO,NO,NO
866,HUANUCO,AMBO,HUACAR,HUACAR,-10.159438,-76.236805,363,2019,NO,NO,NO
867,HUANUCO,AMBO,HUACAR,INGENIO ALTO,-10.167673,-76.231948,78,258,NO,NO,NO
868,HUANUCO,AMBO,HUACAR,QUITASOL,-10.21416,-76.24014,0,0,NO,NO,NO
869,HUANUCO,AMBO,HUACAR,SACRACAYAN,-10.157267,-76.235083,8,19,NO,NO,NO
870,HUANUCO,AMBO,HUACAR,SIPIRHUAY,-10.146302,-76.226093,1,3,NO,NO,NO
871,HUANUCO,AMBO,SAN RAFAEL,SAN RAFAEL,-10.337782,-76.182095,539,2056,NO,NO,SAN RAFAEL
872,HUANUCO,AMBO,TOMAY KICHWA,ALLAUCAN,-10.064518,-76.192803,8,30,NO,NO,TOMAY KICHWA
873,HUANUCO,AMBO,TOMAY KICHWA,HUARANGOPATA,-10.076838,-76.209605,0,0,NO,NO,NO
874,HUANUCO,AMBO,TOMAY KICHWA,ISLA,-10.06807,-76.19815,0,0,NO,NO,NO
875,HUANUCO,AMBO,TOMAY KICHWA,LINDERO,-10.09725,-76.203447,31,148,NO,NO,NO
876,HUANUCO,AMBO,TOMAY KICHWA,MOCRA,-10.080065,-76.20336,17,40,NO,NO,NO
877,HUANUCO,AMBO,TOMAY KICHWA,PITEC,-10.080948,-76.205473,1,2,NO,NO,NO
878,HUANUCO,AMBO,TOMAY KICHWA,RETAMAYOC,-10.071608,-76.204552,26,83,NO,NO,NO
879,HUANUCO,AMBO,TOMAY KICHWA,TOLLOCOTO,-10.067093,-76.210633,12,53,NO,NO,NO
880,HUANUCO,AMBO,TOMAY KICHWA,TOMAY KICHWA,-10.077518,-76.212631,505,1950,NO,NO,NO
881,HUANUCO,DOS DE MAYO,LA UNION,LA UNION,-9.837695,-76.803508,1252,5201,NO,DOS DE MAYO,LA UNION
882,HUANUCO,DOS DE MAYO,LA UNION,MARCARAGRA,-9.839525,-76.796138,0,0,NO,NO,NO
883,HUANUCO,DOS DE MAYO,RIPAN,AGOCUSHMA,-9.814672,-76.799958,17,63,NO,NO,RIPAN
884,HUANUCO,DOS DE MAYO,RIPAN,PATA,-9.833058,-76.80602,0,0,NO,NO,NO
885,HUANUCO,DOS DE MAYO,RIPAN,RIPAN,-9.828671,-76.803185,619,2755,NO,NO,NO
886,HUANUCO,DOS DE MAYO,LA UNION,LA UNION,-9.837695,-76.803508,1252,5201,NO,NO,LA UNION
887,HUANUCO,DOS DE MAYO,RIPAN,RIPAN,-9.828671,-76.803185,619,2755,NO,NO,RIPAN
888,HUANUCO,DOSDEMAYO,RIPAN,AGOCUSHMA,-9.814672,-76.799958,17,63,NO,DOSDEMAYO,NO
889,HUANUCO,HUAMALIES,LLATA,ALGAIVADO,-9.600427,-76.86745,21,79,NO,HUAMALIES,LLATA
890,HUANUCO,HUAMALIES,LLATA,LIBERTAD,-9.591874,-76.861651,147,605,NO,NO,NO
891,HUANUCO,HUAMALIES,MONZON,BONBONAJE,-9.213393,-76.199525,3,7,NO,NO,MONZON
892,HUANUCO,HUAMALIES,MONZON,CACHICOTO,-9.216379,-76.211623,595,2387,NO,NO,NO
893,HUANUCO,HUAMALIES,MONZON,PALO ACERO,-9.237992,-76.087267,202,568,NO,NO,NO
894,HUANUCO,HUAMALIES,MONZON,RIO ESPINO,-9.212256,-76.186214,86,299,NO,NO,NO
895,HUANUCO,HUANUCO SANTA,MARIA DEL VALLE,CONCHUMAYO,-9.859023,-76.189242,69,211,NO,HUANUCO SANTA,MARIA DEL VALLE
896,HUANUCO,HUANUCO,AMARILIS,JANCAO,-9.904031,-76.216261,3,6,NO,HUANUCO,AMARILIS
897,HUANUCO,HUANUCO,AMARILIS,LA ESPERANZA-SAN ANDRES,-9.895498,-76.219601,1726,7598,NO,NO,NO
898,HUANUCO,HUANUCO,AMARILIS,LA PEDROSA,-9.90111,-76.211863,6,18,NO,NO,NO
899,HUANUCO,HUANUCO,AMARILIS,LA ESPERANZA-SAN ANDRES,-9.895498,-76.219601,1726,7598,NO,NO,NO
900,HUANUCO,HUANUCO,AMARILIS,PAUCARBAMBA,-9.940062,-76.240505,16091,68735,NO,NO,NO
901,HUANUCO,HUANUCO,CHINCHAO, BANDERA BLANCA,-9.739972,-76.095892,48,173,NO,NO,CHINCHAO
902,HUANUCO,HUANUCO,CHINCHAO,BANDERA BLANCA,-9.739972,-76.095892,48,173,NO,NO,NO
903,HUANUCO,HUANUCO,CHINCHAO,CANCEJOS,-9.73771,-76.093905,31,99,NO,NO,NO
904,HUANUCO,HUANUCO,CHINCHAO,PACHACHUPAN,-9.789122,-76.082148,430,1484,NO,NO,NO
905,HUANUCO,HUANUCO,CHURUBAMBA,CHUNAMPAMPA,-9.855765,-76.171162,5,17,NO,NO,CHURUBAMBA
906,HUANUCO,HUANUCO,HUANUCO,AYAJAMANA,-9.899997,-76.229416,23,95,NO,NO,HUANUCO
907,HUANUCO,HUANUCO,HUANUCO,CHUNAPAMPA,-9.888641,-76.225718,100,305,NO,NO,NO
908,HUANUCO,HUANUCO,PILLCO MARCA,LUCMAPATA,-9.995151,-76.257365,7,18,NO,NO,PILLCO MARCA
909,HUANUCO,HUANUCO,PILLCO MARCA,ROSAVERO,-9.995856,-76.248575,5,17,NO,NO,NO
910,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,CARIAPAMPA,-9.993973,-76.288727,41,115,NO,NO,SAN FRANCISCO DE CAYRAN
911,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,CHONOCOTO(CHONOGOTO),-9.98786,-76.297203,14,51,NO,NO,NO
912,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,COYMA,-9.992552,-76.296613,29,115,NO,NO,NO
913,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,GEGANA,-9.98998,-76.28896,18,46,NO,NO,NO
914,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,HUANCANYACU,-10.005293,-76.293563,75,234,NO,NO,NO
915,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,HUARANHUCRO,-9.990377,-76.294675,10,23,NO,NO,NO
916,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,PULLAMPAMPA,-9.98707,-76.30435,18,46,NO,NO,NO
917,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,CONCHUMAYO,-9.859023,-76.189242,69,211,NO,NO,SANTA MARIA DEL VALLE
918,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,LLOQUE,-9.878458,-76.164185,23,65,NO,NO,NO
919,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,SANTA MARIA DEL VALLE,-9.862485,-76.170107,514,2064,NO,NO,NO
920,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,ÑAHUIN SEQUIA,-9.874188,-76.167185,16,57,NO,NO,NO
921,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,ÑAHUINSEQUIA,-9.874188,-76.167185,16,57,NO,NO,NO
922,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,SANTA MARIA DEL VALLE,-9.862485,-76.170107,514,2064,NO,NO,NO
923,HUANUCO,LAURICOCHA,JESUS,CHUCHUPUQUIO,-10.304983,-76.790758,1,6,NO,LAURICOCHA,JESUS
924,HUANUCO,LAURICOCHA,JESUS,HUACHUACOTO,-10.291893,-76.771281,5,18,NO,NO,NO
925,HUANUCO,LAURICOCHA,JESUS,HUACHUACOTO,10.291893,-76.771281,5,18,NO,NO,NO
926,HUANUCO,LAURICOCHA,JESUS,HUAMALIA,-10.208283,-76.827248,1,4,NO,NO,NO
927,HUANUCO,LAURICOCHA,JESUS,RUNA WANUSH,-10.215573,-76.829543,0,0,NO,NO,NO
928,HUANUCO,LAURICOCHA,QUEROPALCA,CUSHUROPAMPA,-10.207463,-76.827913,1,2,NO,NO,QUEROPALCA
929,HUANUCO,LAURICOCHA,QUEROPALCA,HUACA GALAN,-10.176433,-76.798893,0,0,NO,NO,NO
930,HUANUCO,LAURICOCHA,QUEROPALCA,QUEROPALCA,-10.181386,-76.803032,176,752,NO,NO,NO
931,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,LAURICOCHA,-10.317198,-76.65937,23,60,NO,NO,SAN MIGUEL DE CAURI
932,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,NAHUINPUQUIO,-10.225705,-76.70815,2,16,NO,NO,NO
933,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,OGROPUCYO,-10.317918,-76.650957,2,3,NO,NO,NO
934,HUANUCO,LEONCIO PRADO, SANTO DOMINGO DE ANDA,SANTO DOMINGO DE ANDA,-9.055584,-76.074709,181,612,NO,LEONCIO PRADO, SANTO DOMINGO DE ANDA
935,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,YACUSISA,-8.91789,-76.09104,178,613,NO,NO,JOSE CRESPO Y CASTILLO
936,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,AUCAYACU,-8.932165,-76.116076,4246,16929,NO,NO,NO
937,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,COTOMONILLO,-8.860068,-76.126713,65,222,NO,NO,NO
938,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,LA UNION,-8.774047,-76.173627,35,86,NO,NO,NO
939,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,LAS FLORES,-8.870439,-76.137807,19,50,NO,NO,NO
940,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,MOHENA,-9.009884,-76.096394,28,72,NO,NO,NO
941,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,NUEVO PROGRESO,-8.91034,-76.094023,71,202,NO,NO,NO
942,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,NUEVO SAN MARTIN,-9.02151,-76.097213,2,2,NO,NO,NO
943,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,SAN ISIDRO DE LANGUEMACK,-8.942003,-76.135855,59,188,NO,NO,NO
944,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,SANTA ROSA DE MAGDALENA,-8.793714,-76.194456,29,100,NO,NO,NO
945,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,UTC BAMBU (FRANCISCO BOLOGNESI),-8.966801,-76.125326,72,200,NO,NO,NO
946,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,VICTOR LANGUEMACK,-8.923947,-76.132139,10,19,NO,NO,NO
947,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,YACUSISA,-8.91789,-76.09104,178,613,NO,NO,NO
948,HUANUCO,LEONCIO PRADO,PUCAYACU,LOS JASMINES,-8.760304,-76.125339,27,90,NO,NO,PUCAYACU
949,HUANUCO,LEONCIO PRADO,PUCAYACU,LOS OLIVOS,-8.743966,-76.128541,40,116,NO,NO,NO
950,HUANUCO,LEONCIO PRADO,PUEBLO NUEVO  3,LA ROCA,-9.082524,-76.068482,26,76,NO,NO,PUEBLO NUEVO  3
951,HUANUCO,LEONCIO PRADO,PUEBLO NUEVO  3,MUYUNA DE ANDA,-9.032977,-76.099471,31,87,NO,NO,NO
952,HUANUCO,LEONCIO PRADO,PUEBLO NUEVO  3,PUEBLO NUEVO,-9.078662,-76.060665,189,705,NO,NO,NO
953,HUANUCO,LEONCIO PRADO,PUEBLO NUEVO  3,PUERTO MANUEL PRADO,-9.070216,-76.071222,52,163,NO,NO,NO
954,HUANUCO,LEONCIO PRADO,PUEBLO NUEVO 3,LAROCA,-9.082524,-76.068482,26,76,NO,NO,PUEBLO NUEVO 3
955,HUANUCO,LEONCIO PRADO,PUEBLO NUEVO 3,MUYUNA DE ANDA,-9.032977,-76.099471,31,87,NO,NO,NO
956,HUANUCO,LEONCIO PRADO,PUEBLO NUEVO 3,PUEBLO NUEVO,-9.078662,-76.060665,189,705,NO,NO,NO
957,HUANUCO,LEONCIO PRADO,PUEBLO NUEVO 3,PUERTO MANUEL PRADO,-9.070216,-76.071222,52,163,NO,NO,NO
958,HUANUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA,LOS JARDINES,-9.032624,-76.090711,25,90,NO,NO,SANTO DOMINGO DE ANDA
959,HUANUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA,SANTO DOMINGO DE ANDA,-9.055584,-76.074709,181,612,NO,NO,NO
960,HUANUCO,LEONCIO PRADO,SANTO DOMINGO DEANDA,LOS JARDINES,-9.032624,-76.090711,25,90,NO,NO,SANTO DOMINGO DEANDA
961,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,AUCAYACU,-8.932165,-76.116076,4246,16929,NO,NO,JOSE CRESPO Y CASTILLO
962,HUANUCO,MARAÑON,CHOLON    2  2,SANTA ROSA DE MEGOTE,-8.474038,-76.352513,49,193,NO,MARAÑON,CHOLON    2  2
963,HUANUCO,MARAÑON,CHOLON    2  2,SINCHI ROCA,-8.500512,-76.385038,9,39,NO,NO,NO
964,HUANUCO,MARAÑON,LA MORADA   2,EL CRUCE,-8.828428,-76.264483,8,23,NO,NO,LA MORADA   2
965,HUANUCO,MARAÑON,LA MORADA   2,HUAMUCO,-8.66263,-76.27473,89,319,NO,NO,NO
966,HUANUCO,MARAÑON,LA MORADA   2,LA MORADA,-8.794542,-76.249597,298,1137,NO,NO,NO
967,HUANUCO,MARAÑON,LA MORADA   2,PUERTO LA MORADA,-8.733595,-76.252355,26,84,NO,NO,NO
968,HUANUCO,MARAÑON,CHOLON 2 2,SANTA ROSA DE MEGOTE,-8.474038,-76.352513,49,193,NO,NO,CHOLON 2 2
969,HUANUCO,MARAÑON,CHOLON 2 2,SINCHI ROCA,-8.500512,-76.385038,9,39,NO,NO,NO
970,HUANUCO,MARAÑON,LA MORADA 2, HUAMUCO,-8.66263,-76.27473,89,319,NO,NO,LA MORADA 2
971,HUANUCO,MARAÑON,LA MORADA 2,EL CRUCE,-8.828428,-76.264483,8,23,NO,NO,NO
972,HUANUCO,MARAÑON,LA MORADA 2,LA MORADA,-8.794542,-76.249597,298,1137,NO,NO,NO
973,HUANUCO,MARAÑON,LA MORADA 2,PUERTO LA MORADA,-8.733595,-76.252355,26,84,NO,NO,NO
974,HUANUCO,PUERTO INCA,HONORIA,ANTIGUA HONORIA (HONORIA),-8.720458,-74.627113,47,175,NO,PUERTO INCA,HONORIA
975,HUANUCO,PUERTO INCA,HONORIA,CEDRO PAMPA,-8.747623,-74.591037,22,96,NO,NO,NO
976,HUANUCO,PUERTO INCA,HONORIA,DOS UNIDOS,-8.753093,-74.53334,87,383,NO,NO,NO
977,HUANUCO,PUERTO INCA,HONORIA,JORDANIA,-8.740883,-74.544727,20,76,NO,NO,NO
978,HUANUCO,PUERTO INCA,HONORIA,NUEVA ALIANZA,-8.71425,-74.56727,27,117,NO,NO,NO
979,HUANUCO,PUERTO INCA,HONORIA,NUEVA UNION,-8.70378,-74.614877,21,74,NO,NO,NO
980,HUANUCO,PUERTO INCA,HONORIA,NUEVO EDEN,-8.689965,-74.666187,11,47,NO,NO,NO
981,HUANUCO,PUERTO INCA,HONORIA,PUEBLO LIBRE,-8.731618,-74.561447,23,86,NO,NO,NO
982,HUANUCO,PUERTO INCA,HONORIA,SAN ANTONIO DE HONORIA,-8.693365,-74.62685,67,308,NO,NO,NO
983,ICA,CHINCHA,ALTO LARAN,HUACHINGA,-13.374125,-75.844918,8,29,ICA,CHINCHA,ALTO LARAN
984,ICA,ICA,PACHACUTEC EL,SIETE,-14.16771,-75.686756,264,1057,NO,ICA,PACHACUTEC EL
985,ICA,ICA,PACHACUTEC,ATALAYA,-14.14579,-75.679607,10,32,NO,NO,PACHACUTEC
986,ICA,ICA,PACHACUTEC,CRUZ,-14.161188,-75.689905,3,9,NO,NO,NO
987,ICA,ICA,PACHACUTEC,CUATRO DE MAYO,-14.161977,-75.68986,2,3,NO,NO,NO
988,ICA,ICA,PACHACUTEC,EL SIETE,-14.16771,-75.686756,264,1057,NO,NO,NO
989,ICA,ICA,PACHACUTEC,ELSIETE,-14.16771,-75.686756,264,1057,NO,NO,NO
990,ICA,ICA,PACHACUTEC,LA GUARDA,-14.14375,-75.660102,0,0,NO,NO,NO
991,ICA,ICA,PACHACUTEC,LENGUA,-14.177698,-75.674218,2,5,NO,NO,NO
992,ICA,ICA,PACHACUTEC,PAMPA DE LOS CASTILLOS,-14.248233,-75.645173,0,0,NO,NO,NO
993,ICA,ICA,PACHACUTEC,PAMPA DE TATE,-14.151898,-75.691945,1531,6064,NO,NO,NO
994,ICA,ICA,PACHACUTEC,SAN ANTONIO,-14.163017,-75.689843,18,98,NO,NO,NO
995,ICA,ICA,PACHACUTEC,SAN FRANCISCO A,-14.173462,-75.676973,7,44,NO,NO,NO
996,ICA,ICA,PACHACUTEC,SAN FRANCISCO B,-14.170075,-75.678895,16,61,NO,NO,NO
997,ICA,ICA,PACHACUTEC,SAN ISIDRO,-14.170467,-75.682465,11,36,NO,NO,NO
998,ICA,ICA,SAN JOSE DE  LOS MOLINOS,HOGAR DE CRISTO,-13.920312,-75.65922,277,840,NO,NO,SAN JOSE DE  LOS MOLINOS
999,ICA,ICA,SAN JOSE DE LOS MOLINOS,EL CARMEN,-13.920403,-75.67297,1,1,NO,NO,SAN JOSE DE LOS MOLINOS
1000,ICA,ICA,SAN JOSE DE LOS MOLINOS,HOGAR DE CRISTO,-13.920312,-75.65922,277,840,NO,NO,NO
1001,ICA,ICA,SAN JOSE DE LOS MOLINOS,LA BANDA,-13.91908,-75.676628,1,7,NO,NO,NO
1002,ICA,ICA,SAN JOSE DE LOS MOLINOS,RANCHERIA,-13.837513,-75.582207,18,41,NO,NO,NO
1003,ICA,ICA,SAN JOSE DE LOS MOLINOS,SAN JOSE DE HUAMANI,-13.839328,-75.605533,38,84,NO,NO,NO
1004,ICA,ICA,SAN JOSE DE LOS MOLINOS,SAN JOSE DE LOS MOLINOS,-13.933186,-75.670881,941,3172,NO,NO,NO
1005,ICA,ICA,SAN JOSE DE LOS MOLINOS,ZEVALLOS,-13.905537,-75.666875,2,3,NO,NO,NO
1006,ICA,ICA,SANTIAGO,EL HUARANGAL,-14.19927,-75.65512,1,3,NO,NO,SANTIAGO
1007,ICA,ICA,SANTIAGO,EL PALTO,-14.174725,-75.687247,59,204,NO,NO,NO
1008,ICA,ICA,SANTIAGO,FUERZA ARMADA,-14.284642,-75.643382,19,66,NO,NO,NO
1009,ICA,ICA,SANTIAGO,LA CAMPIÑA,-14.197375,-75.653893,45,138,NO,NO,NO
1010,ICA,ICA,SANTIAGO,LA CAMPIÑA,-14.197375,-75.653893,45,138,NO,NO,NO
1011,ICA,ICA,SANTIAGO,LA CASTELLANA,-14.22678,-75.651505,54,322,NO,NO,NO
1012,ICA,ICA,SANTIAGO,LA HUACA - LOS CASTILLOS,-14.237065,-75.658305,7,20,NO,NO,NO
1013,ICA,ICA,SANTIAGO,LA SETENTICINCO,-14.205008,-75.6541,23,55,NO,NO,NO
1014,ICA,ICA,SANTIAGO,LOS CASTILLOS,-14.248113,-75.644278,115,400,NO,NO,NO
1015,ICA,ICA,SANTIAGO,LOS HUAMANIES,-14.21362,-75.654517,3,7,NO,NO,NO
1016,ICA,ICA,SANTIAGO,LOS LOPEZ,-14.232408,-75.656797,10,29,NO,NO,NO
1017,ICA,ICA,SANTIAGO,LOS ORE,-14.193853,-75.673188,1,1,NO,NO,NO
1018,ICA,ICA,SANTIAGO,LOS TRECIENTOS,-14.230178,-75.66165,0,0,NO,NO,NO
1019,ICA,ICA,SANTIAGO,LUREN,-14.279145,-75.624465,4,5,NO,NO,NO
1020,ICA,ICA,SANTIAGO,NUEVA SANTA LUCIA,-14.202403,-75.659857,8,26,NO,NO,NO
1021,ICA,ICA,SANTIAGO,PARAJE,-14.209558,-75.665608,13,39,NO,NO,NO
1022,ICA,ICA,SANTIAGO,SAN ANTONIO,-14.283492,-75.651148,250,805,NO,NO,NO
1023,ICA,ICA,SANTIAGO,SAN PEDRO,-14.179168,-75.68443,40,128,NO,NO,NO
1024,ICA,ICA,SANTIAGO,SAN RAMON,-14.264672,-75.650968,15,60,NO,NO,NO
1025,ICA,ICA,SANTIAGO,SANTA JULIA,-14.216315,-75.665428,17,52,NO,NO,NO
1026,ICA,ICA,SANTIAGO,SANTA MARTHA,-14.198572,-75.653462,14,41,NO,NO,NO
